     id    redshift  xray_boxcar_2to10keV  xray_boxcar_2to10keV_err  xray_boxcar_0p5to2keV  xray_boxcar_0p5to2keV_err           galex.FUV       galex.FUV_err           galex.NUV       galex.NUV_err             u_prime         u_prime_err             g_prime         g_prime_err             r_prime         r_prime_err             i_prime         i_prime_err             z_prime         z_prime_err          UKIRT_WFCJ      UKIRT_WFCJ_err             ukirt.H         ukirt.H_err            ukirt.Ks        ukirt.Ks_err               WISE1           WISE1_err               WISE2           WISE2_err               WISE3           WISE3_err               WISE4           WISE4_err          PSW             PSW_err          PMW             PMW_err          PLW             PLW_err 
   2555   0.7481193                 5.762        0.8148698546393772                  25.28          3.575131885679185             23920.0  3140.5236824453336             62875.0   6601.270881428818             64072.0   6574.563699592545             92441.0   9268.696771930778             91906.0   9218.517992063584             80492.0    8091.78765477691            102610.0  10528.899325190645             67888.0   8222.416095041652             81472.0  10929.231118427317            100560.0  14221.331583223844            180810.0   19978.45251765011            217380.0  26286.670462422586            496750.0  167342.89834050322                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2563   0.3047622                 1.341       0.18964603871423202                  4.072         0.5758677625983243                 nan                 nan                 nan                 nan              4484.0   759.8171622173323   7907.099999999999   833.6492752350956             14989.0  1551.4062169528652             19523.0   2028.973025941942             26970.0  3200.3965379308856             44409.0   8270.436615439357             41639.0  12005.234825275182             57649.0   8152.799765724656             48532.0   7768.520209151804             42936.0  14023.462516796628                 nan                 nan           2600000.0                 nan          nan                 nan          nan                 nan          nan                 nan 
   2570   0.7776818                 9.534         1.348311210366509                  51.44          7.274714564847201                 nan                 nan                 nan                 nan            325190.0  32681.200482846405            430800.0   43103.46255232867            442500.0   44275.55212529822            409610.0  40995.396839157445            480280.0   48253.44614636347  513820.00000000006    51651.3479785378            408770.0  41613.406073043334            534010.0   75520.41844428565           1189100.0  122570.22884860744           2355200.0  241669.31807740923           7120000.0   726694.6814171685          17364000.0  1998647.3050540958          nan                 nan          nan                 nan          nan                 nan 
   2585   0.5936148    1.6980000000000002       0.24013346289095158     5.3020000000000005         0.7498160307702152                 nan                 nan             11444.0  1388.3253797291181              9963.0  1223.6346881320421             19058.0   1936.420057735408             24588.0   2498.317874090485             36481.0  3694.5012247934096             41211.0   4497.451079222542             50602.0   6480.117903248367             86466.0   10701.24836456009             80912.0  11442.684775873187                 nan                 nan                 nan                 nan            534540.0  162068.90545690744                 nan                 nan   46304000.0   11265589.38360528   25183000.0  10506275.976291504          nan                 nan 
   2587  0.63995767                 2.594        0.3668469980795809                  7.078         1.0009803594476767                 nan                 nan              9376.6  2034.0185042422795             10163.0  1258.8749342170572             19195.0  1949.6766757593425             20689.0  2110.6841592242076             29247.0   2981.480655647459             31780.0  3722.8221821623442             44613.0   6034.166611057404             75656.0   9943.817795997673            103090.0  14579.127614504237            165970.0   18555.78650987341            214990.0  27003.751609730083            556070.0  193463.76520940557                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2596   0.7551855    1.2730000000000001       0.18002938649009503                 0.9483        0.13410987211984063                 nan                 nan                 nan                 nan                 nan                 nan  3700.8999999999996  457.99415727714256              9588.1  1054.1991539078372             22962.0   2389.529688034865             37583.0   4371.114604994932             58146.0   9137.722591543255             97958.0  15313.085830099693            142690.0  20179.413321501692            188460.0  20823.925662564205            195360.0  23843.745427260375            798780.0   206200.1573326267                 nan                 nan   48188000.0   11136535.97129736   23496000.0  10457376.351647673          nan                 nan 
   2598      0.3608                 6.437        0.9103292700995613                   26.9         3.8042344827836256   7474.599999999999   1145.175188169915              7535.0   1115.615319005615             13021.0  1584.9725865137227             15412.0  1579.0589381020582             27419.0   2787.926803199826             34805.0   3546.056110667173             63710.0   6854.595684648366             63395.0    9790.59657273243             85468.0  15126.076498550443            116390.0  16460.031652460453             70214.0    9782.11526000384             87827.0  16569.197907261536                 nan                 nan           2600000.0                 nan          nan                 nan          nan                 nan          nan                 nan 
   2600      0.8094                 5.076         0.717854804260583                  15.87         2.2443569234861016             12125.0  1735.7189432624166             37071.0   3975.510836358015             27475.0   2938.100959803798             38234.0  3850.3782359659162             41412.0    4174.45903680944             37375.0  3787.4203173136198             46501.0   5074.687577575589             55947.0   6957.525716086144             38877.0  7444.7305048604685             68263.0   9653.846040827459            104910.0  12628.060896273822            111380.0  17656.303237087883            554170.0  195134.45079995485                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2606   0.7524334    22.009999999999998        3.1126840507831823                  81.19         11.481999912907158            211610.0  21517.567752885083            388050.0   38935.57012552918            221180.0   22281.94623456398            289530.0  28976.148346528047            273960.0  27422.487870359248            264140.0   26451.07551688589            314150.0   31663.35403901488            307330.0  31117.714777920308            336360.0   34419.67903685332            462300.0  65379.092988508186            928170.0   96140.51741591575           1352800.0  139776.99131115965           3019800.0   335204.6694185509           7630900.0  1241189.5737960418          nan                 nan          nan                 nan          nan                 nan 
   2615   0.5600532    2.9090000000000003        0.4113947252943334                 0.7919        0.11199157200432541              6451.0  1156.6961658101923             13415.0  1729.7647961500431             15931.0  1826.6546745348448             18432.0  1875.8381593303832             31533.0  3192.9144758355183             49859.0   5038.753538326717             54084.0   5861.988703503274             80207.0  10971.409412194953            114430.0  16851.087472326526            167570.0  23697.976664685953            173310.0   19376.87067098297            183500.0  23846.915943157095            567170.0  184437.16569336018                 nan                 nan   40756000.0  11188695.873961361          nan                 nan          nan                 nan 
   2621   0.2005138     4.571000000000001        0.6464370193607418                 0.2739        0.03873530947339907              7892.1  1201.6866746785538             12749.0  1581.3656661253274             29675.0   3343.300203391852            101650.0  10196.675664646787            237810.0  23814.356195370892            364200.0   36463.71655495364            474060.0  47740.441106047605            589450.0  59460.016027579404            791320.0   80157.35664304307            763840.0   108023.2887483065            567060.0   59041.03688113887  521950.00000000006  56216.478233699425           1038500.0  221105.99833563992                 nan                 nan   37687000.0  11155854.951100789          nan                 nan          nan                 nan 
   2622   0.7563627                   nan                       nan                  4.593         0.6495482891979626                 nan                 nan                 nan                 nan             14892.0  1687.5529858348152             23054.0   2333.632526770228             26862.0  2720.3673428417715             30964.0  3152.3716341827467             36240.0  4002.9209335184228             47807.0   6643.407370468862             65467.0   9845.841603946308             85991.0  12160.963844202483            196620.0  21325.778016288175            277480.0  31667.319179242186            487360.0  163149.28040294876                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2627   0.5936148                 2.005        0.2835498192558056                  6.698         0.9472402440774992                 nan                 nan             13965.0  1639.7501669461724             13148.0  1531.2632203510932             16399.0   1672.047756495011             18583.0  1901.5598281410976             22030.0  2259.5385126171227             32625.0  3675.6163088657663             65404.0   7725.631117261554             74827.0  10021.960301757337            118250.0   16723.07537506185            216190.0   23448.40209907703            222240.0  26266.065103094526            358450.0   177457.8936677656                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2635    0.348654    1.5790000000000002       0.22330432149871177                  5.876         0.8309918892504307                 nan                 nan                 nan                 nan              4393.6   706.7603339180829             17501.0  1778.8457662203323             51757.0   5205.243983714885             73277.0   7365.717483721461            108430.0  11093.043450739748            152780.0   17058.57637670858            181180.0  22034.371422847533            276150.0   39053.50752493302            214600.0  23359.956849275215            255870.0  29449.464664064777                 nan                 nan           3812600.0  1384528.8684603148          nan                 nan          nan                 nan          nan                 nan 
   2637   0.5936148                0.8841       0.12503062104940535                  2.307        0.32625906883947303                 nan                 nan                 nan                 nan              4131.8   653.0315477831068             11981.0  1229.3896737812631             31271.0   3160.259161841004             40794.0    4116.40314473692             45626.0   4844.683659435361             61894.0   7426.404807172849             90203.0  11222.067015037828            108610.0  15359.773500934185            230580.0  24920.864350981086            413830.0   45212.35217282994           1284800.0  195912.02209155005           3837400.0  1049566.5760684265          nan                 nan          nan                 nan          nan                 nan 
   2654    1.182028                0.9006       0.12736407342732095                  1.408        0.19912126958213178                 nan                 nan                 nan                 nan              4635.3   814.1391471364093              5398.7   593.5659246452748   9401.400000000001  1008.4355505435142             13402.0  1440.9720330388095             12008.0  2251.0301286300014                 nan                 nan                 nan                 nan             24679.0  3490.1376505805615             45754.0   7984.054994800575            120900.0  18702.967678954054            495250.0   209925.5239960115                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2660   0.9287403                 1.317       0.18625192616453662     1.2069999999999999        0.17069557697843254                 nan                 nan                 nan                 nan             11668.0  1382.7995697135575             18432.0  1872.8260677382725             25050.0  2540.0979587409615             27469.0  2803.4813660875293             32628.0   3738.026195734856             52594.0    7010.31478323192             42705.0   8317.945314198694             50197.0   7098.927819044226            103280.0   12547.80697970765            161890.0  22220.083730715327            528760.0  156220.58563454435                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2667   0.1100022                 25.25        3.5708892449920655                  95.72         13.536852219035268             92579.0    9613.36634119391            100030.0  10146.763671240205            144260.0    14630.5611649041            250830.0   25109.53215414417            471680.0   47196.88575531229            756620.0   75698.36167315644            899970.0   90263.41955077926           1014500.0  101763.83786001784           1273000.0  127952.95268183536           1477000.0  208879.34316250615           1114900.0  115197.39667197345           1411300.0   146184.9821288083           3620000.0  408507.63762749895           5876800.0  1369502.3849559373          nan                 nan          nan                 nan          nan                 nan 
   2673      0.4239                 1.868        0.2641750934512942      6.329000000000001          0.895055763625932                 nan                 nan                 nan                 nan             11349.0  1357.3055146134197             17022.0   1732.648954635647             33481.0  3381.6828310768597             50600.0   5103.889733330845             73265.0   7640.822157987974            106590.0  12959.395124773378  128110.00000000001  17850.115433800423            179330.0  25361.091814036714            158210.0  17759.864920657477            132560.0   18934.41142470502            635700.0  188822.62814609904                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2675   0.4218133                 1.105         0.156270598642227                  3.392        0.47970124035695383             17259.0  2163.1335626816945             25242.0    2797.93399493269             24309.0  2619.9608107756117             30542.0  3081.5035502170044             37598.0   3793.403548266385             44074.0   4454.129208947581             51654.0   5557.693600766419             68302.0   8004.617919676117             82420.0  10438.131489878828            112450.0  15902.831508885454            182480.0   20163.19500972006            222450.0  26902.730809343502            510540.0  214465.38395741166                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2686   0.8068882                0.5139       0.07267643497035337     1.4829999999999999        0.20972787129992998                 nan                 nan                 nan                 nan                 nan                 nan   922.1700000000001  176.84678422012655              3301.8  414.32948531331925             12878.0  1350.9463645903936             20872.0  2485.7400990449505             37606.0   5555.360776763288             46019.0    7879.48599909918             63725.0   9012.075926222547             89542.0  11301.270841812438             89130.0  15335.969776965525            386970.0  158981.43856752585                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
   2691   0.8237698    1.8010000000000002        0.2546998625833945                  8.944         1.2648726101864962                 nan                 nan                 nan                 nan              1376.8   589.5031996520461              3378.7    404.277301984665             10369.0  1102.3892688156939             24561.0  2528.1589546545524             38141.0   4375.396531744294             67067.0   7878.962488170635             77004.0  10000.666035819815            111530.0   15772.72386114713            172830.0  19400.739290037378            182990.0   24619.38872108729            518250.0    162012.594032069                 nan                 nan          nan                 nan          nan                 nan          nan                 nan 
