id	redshift	xray_boxcar_2to10keV	xray_boxcar_0p5to2keV	galex.FUV	galex.FUV_err	galex.NUV	galex.NUV_err	u_prime	u_prime_err	g_prime	g_prime_err	r_prime	r_prime_err	i_prime	i_prime_err	z_prime	z_prime_err	UKIRT_WFCJ	UKIRT_WFCJ_err	ukirt.H	ukirt.H_err	ukirt.Ks	ukirt.Ks	WISE1	WISE1_err	WISE2	WISE2_err	WISE3	WISE3_err	WISE4	WISE4_err	PSW	PSW_err	PMW	PMW_err	PLW	PLW_err
3335	0.2415337	7.933000000000001	9.873	nan	nan	nan	nan	6750.200000000001	936.9	25910.0	456.0	71420.0	749.9	110460.0	1105.0	141250.0	3588.0	156560.0	8597.0	218600.0	15390.0	310360.0	15050.0	262560.0	9715.0	303690.0	14880.0	1252100.0	129199.99999999999	3747600.0	851000.0	nan	nan	nan	nan	nan	nan
3339	0.4995427	2.176	8.43	nan	nan	nan	nan	3520.6	643.2	7811.6	278.1	20161.0	439.5	41132.0	707.5	58310.0	2169.0	89940.0	8578.0	118010.0	15430.0	152490.0	14850.0	160560.0	7707.0	160850.0	13350.0	488050.0	134400.0	nan	nan	nan	nan	nan	nan	nan	nan
3354	0.4422374	1.3719999999999999	3.573	7263.200000000001	1029.0	7166.5	957.5	10771.0	885.4	18093.0	380.0	37493.0	566.1	54788.0	827.3000000000001	71455.0	2479.0	101600.0	8560.0	127140.0	15340.0	129070.0	14790.0	129430.0	7119.0	118690.0	12340.0	542210.0	139100.0	nan	nan	nan	nan	nan	nan	nan	nan
3361	0.9362372	2.944	12.19	15868.0	1203.0	45721.0	1305.0	30244.0	1074.0	40296.0	471.5	46407.0	566.2	48544.0	655.3	60252.0	2049.0	100790.0	3224.0	91765.0	5273.0	133510.0	8590.0	282380.0	10450.0	353860.0	15920.0	886990.0	134200.0	2764000.0	898700.0	nan	nan	nan	nan	nan	nan
3376	0.9519279	0.9778	3.561	nan	nan	16277.000000000002	1202.0	27832.0	963.0	35669.0	417.3	44892.0	502.8	42461.0	569.0	52230.0	1724.0	69720.0	5055.0	66560.0	8727.0	88796.0	8160.0	153610.0	7681.0	197530.0	14020.0	462620.0	134500.0	nan	nan	nan	nan	nan	nan	nan	nan
3381	1.001908	3.575	7.201	27726.0	1478.0	82774.0	1553.0	124190.0	1975.0	139310.0	821.9	154070.0	909.0	132860.0	876.9	132940.0	2380.0	157480.0	3269.0	110830.0	4563.0	139250.0	7097.0	255870.0	9723.0	388000.0	18240.0	909390.0	139700.0	2945500.0	938400.0	nan	nan	nan	nan	nan	nan
3382	0.9734909	1.059	2.098	nan	nan	16245.999999999998	1096.0	13010.0	736.4000000000001	15767.0	299.59999999999997	18125.0	364.3	18358.0	453.5	20945.0	1510.0	34282.0	3093.0	22910.0	5006.0	40921.0	8487.0	69379.0	6175.0	76635.0	12030.0	358480.0	134900.0	nan	nan	nan	nan	nan	nan	nan	nan
3388	0.3938024	0.9523	2.4	nan	nan	nan	nan	5266.5	656.6999999999999	8510.400000000001	269.8	16860.0	404.6	20848.0	579.6	27494.0	2024.0	35919.0	6139.0	43325.0	10230.0	32923.0	13970.0	55671.0	5790.0	39122.0	11150.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
3398	0.1804971	8.677000000000001	38.93	28851.0	1438.0	33472.0	1113.0	84124.0	2120.0	159910.0	1006.9999999999999	351080.0	1545.0	530330.0	2015.0000000000002	644360.0	6057.0	588090.0	5716.0	710010.0	8415.0	809810.0	13400.0	723150.0	20250.0	762130.0	25910.0	1490100.0	184800.0	6252100.0	1269000.0	nan	nan	nan	nan	nan	nan
3408	0.6294473	0.5054000000000001	1.574	nan	nan	8371.4	948.8	9334.0	796.2	16881.0	342.7	22798.0	465.1	39335.0	684.4	51604.0	2363.0	58398.0	8523.0	96019.0	15380.0	121780.0	14840.0	146560.0	7475.0	132930.0	13030.0	370870.0	167300.0	nan	nan	nan	nan	nan	nan	nan	nan
3410	0.7484055	0.7505	1.581	nan	nan	11821.0	940.5	8627.3	741.9	13308.0	308.7	18180.0	418.1	24632.0	591.1999999999999	32987.0	2108.0	44984.0	5128.0	60697.0	8785.0	92868.0	8225.0	176860.0	8489.0	259910.00000000003	14810.0	545810.0	153600.0	nan	nan	nan	nan	nan	nan	nan	nan
3427	0.3893454	22.99	42.83	nan	nan	nan	nan	6731.8	1338.0	28042.0	558.0	105050.0	976.9	185000.0	1443.0	280890.0	5084.0	312080.0	8734.0	428860.0	15270.0	595040.0	14990.0	732530.0	20510.0	948040.0	28440.0	2740800.0	180000.0	8115100.0	1131000.0	nan	nan	nan	nan	nan	nan
3429	0.4550949	1.675	2.088	nan	nan	9693.099999999999	822.6	16501.0	973.6	27965.0	425.09999999999997	59798.0	651.8000000000001	93112.0	921.8	130259.99999999999	3035.0	193660.0	8673.0	259980.00000000003	15210.0	420700.0	14910.0	493890.0	14820.0	534600.0	20850.0	1240000.0	158600.0	nan	nan	65376000.0	10310000.0	41043000.0	10340000.0	nan	nan
3482	0.7318509	nan	2.406	nan	nan	nan	nan	1146.9	449.5	840.37	152.2	2871.7999999999997	245.2	8068.9	389.7	21155.0	1565.0	27563.0	3085.0	46258.0	4359.0	72223.0	7026.0	198800.0	8747.0	392670.0	16490.0	1485200.0	139400.0	4960500.0	934600.0	nan	nan	nan	nan	nan	nan
3485	0.5936148	5.976	1.389	nan	nan	nan	nan	27563.0	1571.0	101570.0	843.0	198830.0	1213.0	292440.0	1784.0	392290.0	5374.0	402400.0	6381.0	517450.00000000006	10520.0	590560.0	14180.0	390150.0	12480.0	286570.0	14900.0	754600.0	217000.0	nan	nan	nan	nan	nan	nan	nan	nan
3487	0.5936148	1.3539999999999999	nan	nan	nan	nan	nan	1899.7	423.3	2314.8	163.20000000000002	4034.0	229.5	6323.599999999999	354.1	10818.0	1349.0	15556.0	3661.0	19070.0	5843.0	50943.0	7685.0	104820.0	6603.0	158350.0	12510.0	819650.0	163100.0	3351400.0	958500.0	nan	nan	nan	nan	nan	nan
3488	0.5936148	11.870000000000001	5.921	nan	nan	nan	nan	4481.4	843.8	29033.0	464.5	116270.0	860.4000000000001	209440.0	1340.0	285190.0	4278.0	400280.0	6439.0	521610.0	10680.0	670130.0	14260.0	561340.0	16280.000000000002	491160.0	18660.0	508100.0	171000.0	2720600.0	1064000.0	nan	nan	nan	nan	nan	nan
3492	0.8832576	2.5500000000000003	0.5197999999999999	nan	nan	nan	nan	2067.2999999999997	709.3000000000001	3301.1	256.2	5905.8	388.6	11455.0	585.4	16781.0	2228.0	25720.0	5282.0	37040.0	7867.0	31028.0	13110.0	83951.0	6800.0	149150.0	13420.0	659670.0	137100.0	2402700.0	912100.0	nan	nan	nan	nan	nan	nan
3504	0.3638278	8.021	24.69	nan	nan	nan	nan	8100.5	796.3	16033.999999999998	362.4	42157.0	577.6	66133.0	866.3	103460.0	2783.0	134030.0	6166.0	176580.0	10390.0	267030.0	13970.0	244130.0	9765.0	319170.0	15960.0	999690.0	155400.0	nan	nan	nan	nan	nan	nan	nan	nan
3505	0.5317925	0.9394	3.833	nan	nan	nan	nan	2846.4	499.0	11428.0	268.6	32403.0	456.9	61530.0	695.3000000000001	88308.0	2199.0	144800.0	6236.0	186040.0	10460.0	298050.0	14230.0	476900.0	14780.0	666850.0	22670.0	2496000.0	154000.0	10464000.0	991700.0	92741000.0	9934000.0	37533000.0	10130000.0	nan	nan
3511	0.9866552	4.143	12.91	nan	nan	48057.0	1190.0	33628.0	1090.0	41982.0	470.2	53224.0	574.8	52753.0	638.3	60683.0	1924.0	83222.0	3189.0	70685.0	4423.0	95727.0	7145.0	165510.0	8276.0	193390.0	14310.0	453220.0	141000.0	2603900.0	1203000.0	nan	nan	nan	nan	nan	nan
3517	0.5936148	1.4649999999999999	6.117	nan	nan	nan	nan	27063.0	1008.9999999999999	33741.0	421.8	43905.0	509.29999999999995	41064.0	624.1999999999999	39971.0	1879.0	49300.0	3738.0	53926.0	5888.0	71129.0	7712.0	163990.0	8200.0	248210.0	15140.0	1014300.0	139800.0	4270000.0	1196000.0	nan	nan	nan	nan	nan	nan
3540	0.3878846	1.229	5.845999999999999	nan	nan	7867.5	815.1	24940.0	1043.0	59176.0	568.1	118170.0	839.0	173000.0	1055.0	249290.0	3340.0	257550.0	3421.0	310660.0	4721.0	434120.0	7494.0	607050.0	18820.0	773440.0	24750.0	1587500.0	136700.0	3396200.0	939600.0	nan	nan	nan	nan	nan	nan
3544	0.8953462	2.956	3.2889999999999997	nan	nan	nan	nan	nan	nan	1016.4	181.79999999999998	2448.5	281.8	8602.2	462.8	15023.0	1743.0	24831.0	6115.0	26427.0	10480.0	45996.0	13890.0	100930.0	7267.0	136780.0	13950.0	531060.0	139700.0	nan	nan	nan	nan	nan	nan	nan	nan
3547	0.3441546	3.5100000000000002	nan	nan	nan	nan	nan	7370.3	850.5	26974.0	437.0	96669.0	792.6999999999999	149500.0	1151.0	209960.0	3737.0	289470.0	6302.0	375320.0	10660.0	471760.0	14110.0	376380.0	12800.0	404790.0	17810.0	1159900.0	171700.0	5425300.0	1340000.0	nan	nan	nan	nan	nan	nan
3552	1.124353	0.5902000000000001	1.107	nan	nan	nan	nan	2918.8	522.2	10358.0	263.1	31923.0	459.7	52461.0	661.0	68262.0	2041.0	72678.0	3770.0	87969.0	6042.0	124350.0	7853.0	294320.0	10890.0	597070.0	21490.0	1236500.0	154000.0	4991100.0	1030000.0	nan	nan	nan	nan	nan	nan
3555	0.678476	2.973	4.483	nan	nan	nan	nan	2294.7999999999997	543.9000000000001	2319.0	187.6	4900.8	298.5	9378.6	453.0	14163.0	1649.0	nan	nan	nan	nan	nan	nan	74409.0	6622.0	39412.0	12530.0	421200.0	163600.0	nan	nan	nan	nan	nan	nan	nan	nan
3557	0.4684244	6.4590000000000005	16.67	35429.0	1174.0	55132.0	1272.0	66328.0	1486.0	79345.0	626.8000000000001	76886.0	668.9000000000001	91106.0	847.3000000000001	105140.0	2471.0	102370.0	3189.0	125950.0	4482.0	160540.0	7211.0	309050.0	10820.0	445480.0	20050.0	1067700.0	145600.0	nan	nan	nan	nan	nan	nan	nan	nan
3603	0.6773039	3.605	13.49	nan	nan	nan	nan	16738.0	831.9	22080.0	348.9	20584.0	382.90000000000003	24602.0	521.5999999999999	26403.0	1655.0	39106.0	3842.0	43909.0	5931.0	66589.0	7688.0	134160.0	6976.0	167350.0	14390.0	568860.0	129600.0	2451800.0	869000.0	nan	nan	nan	nan	nan	nan
3608	0.8514275	nan	2.054	nan	nan	nan	nan	2480.7999999999997	536.8000000000001	3466.7	207.7	7822.4	319.2	20245.0	534.5	32947.0	1885.0	56583.0	6217.0	85966.0	10380.0	127650.0	14110.0	146430.0	7468.0	122690.0	12390.0	374650.0	154700.0	nan	nan	nan	nan	nan	nan	nan	nan
3610	1.037659	1.88	1.5579999999999998	nan	nan	nan	nan	7110.599999999999	633.6	7623.9	235.6	10605.0	318.09999999999997	10955.0	422.9	15804.0	1522.0	15331.0	3039.0	13301.0	4336.0	nan	nan	46476.0	5717.0	61154.0	12600.0	465650.0	148600.0	nan	nan	nan	nan	nan	nan	nan	nan
3626	0.3627873	1.012	2.62	nan	nan	nan	nan	2200.6	620.4	7930.6	267.29999999999995	30567.0	489.09999999999997	50815.0	711.4	70619.0	2366.0	103520.0	6348.0	155870.0	10440.0	208120.0	13920.0	138560.0	7482.0	103090.0	12270.0	387640.0	168200.0	nan	nan	nan	nan	nan	nan	nan	nan
3627	0.7924418	1.184	5.851	17724.0	824.0	44029.0	1052.0	39791.0	1206.0	54692.0	530.5	55318.0	586.4	53984.0	696.4	63616.0	2182.0	95198.0	3929.0	88045.0	5976.0	114910.0	7737.0	221630.0	9087.0	272910.0	16370.000000000002	787480.0	143300.0	nan	nan	nan	nan	nan	nan	nan	nan
3628	0.4483	0.8698999999999999	2.692	nan	nan	7349.700000000001	699.2	8855.3	866.0	17037.0	362.9	43693.0	589.9	63020.0	819.3000000000001	90189.0	2823.0	116740.0	6974.0	142140.0	10680.0	185490.0	14620.0	146430.0	7468.0	109050.0	13300.0	nan	nan	2600000.0	nan	nan	nan	nan	nan	nan	nan
3633	0.9566902	1.407	1.9689999999999999	nan	nan	nan	nan	4618.400000000001	676.6	7411.8	272.8	14936.0	406.3	25669.0	623.8000000000001	44876.0	2257.0	83242.0	5543.0	95685.0	9907.0	134660.0	13710.0	258480.00000000003	10080.0	288690.0	15300.0	482230.0	136800.0	nan	nan	nan	nan	nan	nan	nan	nan
3636	0.569925	1.518	4.675999999999999	19072.0	1483.0	38067.0	1492.0	27642.0	1081.0	38756.0	465.1	38685.0	526.1	50907.0	738.1999999999999	56755.0	2321.0	53828.0	3354.0	73957.0	5658.0	71648.0	7632.0	187250.0	8988.0	264740.0	16149.999999999998	418820.0	133700.0	4468600.0	885400.0	nan	nan	nan	nan	nan	nan
3647	0.3405867	0.8928999999999999	2.803	nan	nan	nan	nan	7849.700000000001	753.6	16320.0	352.5	34675.0	540.9000000000001	42946.0	700.0	58194.0	2252.0	90259.0	6987.0	125720.0	10690.0	139700.0	14540.0	114510.0	7214.0	123260.0	13310.0	459230.0	190100.0	nan	nan	nan	nan	nan	nan	nan	nan
3652	0.6106995	1.28	3.6	7590.3	985.6	19807.0	1082.0	24462.0	1040.0	35984.0	453.40000000000003	37747.0	524.7	52644.0	747.5	54767.0	2322.0	69383.0	3337.0	85864.0	5700.0	133900.0	7642.0	262800.0	9986.0	365790.0	15730.0	1026400.0000000001	124800.0	nan	nan	nan	nan	nan	nan	nan	nan
3654	0.6129789	17.43	80.44999999999999	72456.0	2495.0	215190.0	2598.0	167980.0	2368.0	235650.0	1060.0	199400.0	1016.9999999999999	210780.0	1244.0	189220.0	3179.0	281760.0	3653.0	317640.0	5936.0	346820.0	7859.0	525810.0	15250.0	821910.0	24660.0	1659100.0	124800.0	4732800.0	836000.0	nan	nan	nan	nan	nan	nan
3660	1.052332	2.558	7.316999999999999	nan	nan	24547.0	1146.0	28580.0	1052.0	31656.0	411.5	40034.0	500.4	35325.0	600.5	39471.0	1871.0	34352.0	3281.0	32104.0	5645.0	62882.0	7568.0	113350.0	7028.0	164600.0	14160.0	474390.0	129900.0	nan	nan	nan	nan	nan	nan	nan	nan
3674	1.1594256	0.9346	2.913	nan	nan	nan	nan	8245.4	636.5	7706.9	237.4	12639.0	334.9	13193.0	418.2	14607.0	1357.0	15218.0	3984.0	17306.0	5947.0	38491.0	7872.0	98907.0	7319.0	139840.0	13280.0	376060.0	143800.0	nan	nan	nan	nan	nan	nan	nan	nan
3692	1.103	1.653	5.045	nan	nan	nan	nan	nan	nan	210.10999999999999	86.08	548.7800000000001	131.5	1581.7	215.4	4147.5	858.1	15664.0	3308.0	24556.0	5757.0	41511.0	7577.0	94281.0	6223.0	153050.0	13010.0	332990.0	154500.0	nan	nan	nan	nan	nan	nan	nan	nan
3705	0.89	1.434	4.465	nan	nan	8394.6	660.0	15570.0	803.4	20035.0	346.6	23768.0	425.4	28031.0	527.0	34485.0	1673.0	54194.0	4016.0	62211.0	5844.0	77110.0	7857.0	113770.0	6940.0	141650.0	12890.0	357790.0	148800.0	nan	nan	nan	nan	nan	nan	nan	nan
3708	0.3677784	1.124	3.473	nan	nan	11472.0	930.6999999999999	14686.0	1065.0	26985.0	472.2	53246.0	713.5	71034.0	944.8	98241.0	3095.0	106490.0	7086.0	116500.0	10540.0	173300.0	14430.0	155890.0	7171.0	162340.0	13470.0	367140.0	147200.0	nan	nan	nan	nan	nan	nan	nan	nan
3709	0.9543899	nan	8.207	nan	nan	8512.3	939.0	5476.0	574.4	8262.5	244.60000000000002	10168.0	315.2	12155.0	414.5	18375.0	1417.0	35447.0	3970.0	31043.0	5953.0	45052.0	7886.0	99089.0	6639.0	116310.0	12910.0	354510.0	171600.0	nan	nan	nan	nan	nan	nan	nan	nan
3711	0.9194847	0.6686	1.405	10159.0	1061.0	34656.0	1199.0	26932.0	1014.9999999999999	34076.0	425.9	37143.0	486.59999999999997	38917.0	599.3000000000001	46796.0	1933.0	77957.0	3399.0	68228.0	5794.0	97065.0	7678.0	168590.0	7924.0	285780.0	15430.0	754000.0	120900.0	2267900.0	1080000.0	nan	nan	nan	nan	nan	nan
3719	0.661126	nan	6.074999999999999	6698.0	675.1	17862.0	1059.0	23024.0	944.0	33158.0	424.4	34948.0	485.8	47847.0	607.7	58986.0	1888.0	64941.0	4027.9999999999995	81869.0	6000.0	108850.0	7916.0	184340.0	8111.000000000001	239900.0	15110.0	470180.0	145800.0	nan	nan	nan	nan	nan	nan	nan	nan
3720	0.5560033	0.8863	2.193	nan	nan	8580.0	903.5999999999999	9577.0	719.1999999999999	16481.0	318.09999999999997	31377.0	467.5	50816.0	670.8	65747.0	2150.0	86478.0	5612.0	111410.0	10120.0	149270.0	13960.0	185020.0	8141.0	151090.0	12840.0	583670.0	127900.0	3398100.0	845700.0	48262000.0	10870000.0	nan	nan	nan	nan
3725	0.5936148	2.555	2.7729999999999997	nan	nan	nan	nan	4487.9	757.6	8106.299999999999	312.90000000000003	25417.0	510.90000000000003	51819.0	829.0999999999999	74616.0	2544.0	119690.0	5521.0	180820.0	9933.0	262240.0	13780.0	344530.0	11020.0	282120.0	14670.0	1475400.0	124400.0	3909800.0	800200.0	91351000.0	10210000.0	44634000.0	10140000.0	33716000.0	10740000.0
3726	0.9856863	1.933	9.023	63169.0	1449.0	147650.0	1597.0	125650.0	1998.0	138590.0	817.6999999999999	151930.0	911.5999999999999	141230.0	918.0	155980.0	2605.0	190530.0	4175.0	150370.0	6053.0	199860.0	8002.000000000001	434540.0	13470.0	742720.0	23770.0	1938000.0	129600.0	6706500.0	860700.0	nan	nan	nan	nan	nan	nan
3739	0.196	5.793	0.3573	nan	nan	6726.3	897.0	17451.0	1166.0	73777.0	656.5999999999999	180550.0	1065.0	267780.0	1446.0	337590.0	4422.0	371430.0	5841.0	455490.0	10310.0	502080.0	14150.0	320650.0	10900.0	427390.0	17100.0	1785000.0	142800.0	6211900.0	1050000.0	nan	nan	nan	nan	nan	nan
3744	0.75814754	1.1969999999999998	3.291	nan	nan	12535.0	1148.0	6589.7	624.7	10473.0	267.1	12248.0	343.0	14222.0	453.7	18642.0	1599.0	15043.0	3279.0	nan	nan	23511.0	7524.0	46135.0	5905.0	36579.0	11780.0	394560.0	120200.0	nan	nan	nan	nan	nan	nan	nan	nan
3757	0.09009204	9.769	104.0	12665.0	1022.9999999999999	73503.0	1781.0	184640.0	387.79999999999995	370720.0	222.39999999999998	548620.0	384.0	798670.0	559.1	880010.0	1760.0	1014200.0	7614.0	1263100.0	11240.0	1461200.0	15020.0	1589400.0	39730.0	2106800.0	48460.0	10954000.0	133200.0	34432000.0	847100.0	91915000.0	10450000.0	nan	nan	nan	nan
3761	0.79438055	3.352	13.790000000000001	nan	nan	17298.0	980.7	12922.0	811.5	21117.0	354.8	22688.0	422.0	25624.0	581.7	39438.0	2039.0000000000002	60361.0	3341.0	59481.0	5837.0	90358.0	7661.0	137410.0	7008.0	157190.0	12420.0	353570.0	121800.0	nan	nan	nan	nan	nan	nan	nan	nan
3763	0.180766	9.880999999999998	25.46	64444.99999999999	2364.0	76675.0	1604.0	104200.0	406.4	166480.0	166.5	270360.0	297.4	379510.0	455.40000000000003	410970.0	1808.0	564550.0	5913.0	685280.0	10410.0	817180.0	14060.0	740670.0	19260.0	915430.0	26550.0	4109100.0000000005	125200.0	14267000.0	838300.0	nan	nan	nan	nan	nan	nan
3765	0.5192012	0.3778	4.717	6448.5	1180.0	16692.0	1375.0	13021.0	757.8000000000001	19684.0	332.7	32534.0	452.2	49076.0	652.6999999999999	62984.0	1940.0	85797.0	5491.0	112180.0	9983.0	134910.0	13470.0	161740.0	7117.0	151920.0	11850.0	521490.0	118200.0	nan	nan	43057000.0	10970000.0	20750000.0	10280000.0	nan	nan
3766	1.116431	1.582	2.944	8753.1	995.7	32101.999999999996	1151.0	36428.0	1206.0	37994.0	459.7	47000.0	568.6999999999999	46572.0	679.9	51877.0	2137.0	43188.0	3327.0	60521.0	5848.0	68739.0	7538.0	133420.0	7338.0	211260.0	13520.0	393030.0	139100.0	2414500.0	1021000.0	nan	nan	nan	nan	nan	nan
3768	1.171674	nan	1.8920000000000001	nan	nan	29000.0	1133.0	37251.0	1136.0	44257.0	482.4	53225.0	574.8	51518.0	623.4	52519.0	1812.0	52396.0	3997.0	63044.0	5953.0	82238.0	7798.0	200830.0	8636.0	321530.0	15760.0	562630.0	124900.0	nan	nan	nan	nan	nan	nan	nan	nan
3783	0.3496363	1.58	4.783	11195.0	1113.0	16468.0	1067.0	18491.0	956.0	26720.0	403.5	52985.0	593.4000000000001	71409.0	821.2	93094.0	2653.0	114890.0	5550.0	185540.0	10140.0	249600.0	13850.0	240120.0	9125.0	276710.0	14390.0	735660.0	120400.0	nan	nan	nan	nan	nan	nan	nan	nan
3794	0.7596704	1.931	6.9319999999999995	nan	nan	10547.0	960.6	12660.0	806.4	19782.0	348.2	21434.0	422.20000000000005	26330.0	568.6999999999999	37208.0	1953.0	58779.0	3301.0	64833.0	5781.0	96006.0	7630.0	144690.0	6800.0	157920.0	12630.0	533010.0	121100.0	nan	nan	nan	nan	nan	nan	nan	nan
3799	0.1491951	13.67	1.5399999999999998	18631.0	1190.0	29706.0	1090.0	61487.0	1857.0	205180.0	1087.0	413050.0	1652.0	604840.0	2056.0	729350.0	6126.0	738090.0	7405.0	888220.0	11120.0	1046900.0000000001	14980.0	986340.0	25640.0	1168500.0	32720.0	6588400.0	146400.0	15489000.0	894900.0	55279000.0	10460000.0	23161000.0	10190000.0	nan	nan
3800	1.1299509	1.1820000000000002	3.62	15450.0	1609.0	30162.0	1424.0	29966.0	1073.0	30810.0	406.7	37167.0	483.20000000000005	37857.0	613.3	39976.0	1835.0	35968.0	3261.0	47553.0	5569.0	54239.0	7403.0	112420.0	6633.0	192850.0	13690.0	288830.0	114600.0	nan	nan	nan	nan	nan	nan	nan	nan
3803	1.116107	nan	1.639	nan	nan	nan	nan	1729.9	521.1	2171.0	201.3	3993.3999999999996	313.90000000000003	6827.200000000001	460.2	16528.0	1597.0	28288.0	6948.0	34889.0	10880.0	55605.0	14540.0	79951.0	6156.0	101400.0	11660.0	321530.0	132800.0	nan	nan	nan	nan	nan	nan	nan	nan
3808	0.6472445	3.15	9.688	27529.0	1974.0	80688.0	2209.0	60027.0	1507.0	83686.0	661.1	78147.0	695.5	93026.0	930.3000000000001	99796.0	2535.0	108410.0	3334.0	135440.0	5734.0	229120.0	7626.0	516210.00000000006	14970.0	742040.0	23750.0	1466500.0	120900.0	3143800.0	829100.0	nan	nan	nan	nan	nan	nan
3810	0.3491611	16.62	0.8030999999999999	68684.0	2191.0	103140.0	1363.0	128060.0	2113.0	162240.0	908.5	210590.0	1116.0	240920.0	1253.0	364250.0	4043.0	284820.0	4270.0	376980.0	6208.0	590670.0	8414.0	1237200.0	32170.0	1969800.0	49250.0	4962000.0	116500.0	12629000.0	781000.0	nan	nan	nan	nan	nan	nan
3816	0.8646966	22.419999999999998	62.74	nan	nan	nan	nan	11061.0	757.7	19398.0	351.1	19968.0	427.3	27323.0	573.8	42023.0	1908.0	77092.0	4027.9999999999995	63314.0	5921.0	88695.0	7949.0	166430.0	7156.0	265230.0	13260.0	779770.0	116900.0	2745400.0	780800.0	nan	nan	nan	nan	nan	nan
3822	1.0977877	nan	3.571	nan	nan	18242.0	913.1	17894.0	912.6	24339.0	379.7	35965.0	507.1	40428.0	654.9000000000001	40002.0	2068.0	25857.0	3361.0	44687.0	5721.0	47903.0	7502.0	118040.0	6374.0	216380.0	12980.0	535150.0	129400.0	4761600.0	866000.0	nan	nan	nan	nan	nan	nan
3823	0.8164449	nan	7.243	15153.0	1200.0	36770.0	1222.0	32313.000000000004	1053.0	42371.0	457.6	41394.0	492.59999999999997	39638.0	570.8	50392.0	1764.0	97255.0	3462.0	84265.0	5764.0	96793.0	7618.0	172200.0	7404.0	189680.0	13470.0	576250.0	120700.0	nan	nan	nan	nan	nan	nan	nan	nan
3831	0.3285886	19.02	58.13	67524.0	2407.0	84624.0	1861.0	102760.0	359.70000000000005	108040.0	151.29999999999998	140560.0	253.0	153800.0	415.3	275080.0	1128.0	298090.0	5728.0	406530.0	10130.0	632620.0	14020.0	831050.0	22440.0	1147200.0	29830.0	2385800.0	159800.0	4405800.0	1137000.0	nan	nan	nan	nan	nan	nan
3835	0.7644863	5.3660000000000005	16.330000000000002	nan	nan	26352.0	1162.0	35481.0	1164.0	66161.0	595.4000000000001	79672.0	701.0999999999999	95347.0	810.5	134160.0	2549.0	133170.0	3241.0	155370.0	4499.0	204320.0	7718.0	329930.0	10890.0	383730.0	16500.0	878560.0	120700.0	2031800.0	812000.0	nan	nan	nan	nan	nan	nan
3836	1.177655	nan	4.364	nan	nan	9519.5	728.7	19375.0	941.6	21032.0	361.8	26819.0	466.7	26845.0	593.3000000000001	23665.0	1919.0	23448.0	3329.0	18613.0	5766.0	34767.0	7606.0	102340.0	6447.0	122690.0	12390.0	378020.0	125600.0	nan	nan	nan	nan	nan	nan	nan	nan
3837	0.8058979	nan	2.367	19749.0	1255.0	44138.0	1047.0	41563.0	1168.0	52596.0	504.90000000000003	55539.0	555.4	54588.0	638.7	66081.0	1883.0	82639.0	3147.0	79917.0	4410.0	108350.0	7362.0	316540.0	10760.0	566530.0	20400.0	1256800.0	127400.0	3037800.0	837800.0	nan	nan	nan	nan	nan	nan
3840	0.2842915	nan	11.010000000000002	nan	nan	nan	nan	3975.2000000000003	1234.0	41540.0	602.3	163030.0	1092.0	273130.0	1611.0	376320.0	5306.0	434060.0	5683.0	557420.0	8108.000000000001	672640.0	13750.0	397760.0	12330.0	276460.0	14100.0	350290.0	140100.0	nan	nan	nan	nan	nan	nan	nan	nan
3846	0.3850499	3.734	nan	nan	nan	nan	nan	9243.9	896.7	23654.0	411.6	75892.0	721.0	115580.0	1016.9999999999999	154910.0	3238.0	217670.0	5517.0	285380.0	8009.0	334460.0	13680.0	241670.0	8942.0	195540.0	13490.0	546860.0	125400.0	nan	nan	nan	nan	nan	nan	nan	nan
3849	0.5990023	6.097	18.56	nan	nan	nan	nan	4329.0	781.4	13940.0	341.5	33132.0	546.6999999999999	55470.0	804.3000000000001	70458.0	2663.0	82735.0	5422.0	121630.0	9712.0	136960.0	15030.0	nan	nan	nan	nan	400930.0	128400.0	nan	nan	90747000.0	10590000.0	52051000.0	10380000.0	28735000.0	11530000.0
3851	0.2166202	21.080000000000002	62.6	39427.0	1743.0	38104.0	1270.0	67921.0	1739.0	103310.0	795.5	191750.0	1131.0	268920.0	1425.0	277440.0	3940.0	316390.0	5611.0	362060.0	8320.0	455560.0	13940.0	517159.99999999994	14480.0	684270.0	22580.0	1690400.0	125600.0	4038400.0	819900.0	nan	nan	nan	nan	nan	nan
3853	1.033567	2.315	3.197	nan	nan	nan	nan	1054.1000000000001	475.2	2115.5	179.60000000000002	5194.7	301.3	5652.4	389.5	7715.0	1340.0	22135.0	5464.0	nan	nan	nan	nan	53165.0	5370.0	61380.0	11360.0	382830.0	117300.0	2593900.0	784000.0	nan	nan	nan	nan	nan	nan
3854	0.2396894	4.528	4.278	nan	nan	nan	nan	5346.099999999999	859.7	29490.0	448.29999999999995	101040.0	818.4	166050.0	1179.0	231980.0	3712.0	320780.0	5593.0	435110.0	8100.0	501810.0	13760.0	343580.0	10990.0	324210.0	15240.0	579070.0	130500.0	nan	nan	nan	nan	nan	nan	nan	nan
